,country,year,sex,age,suicides_no,population
157,Albania,2002,male,25-34 years,23,206286
158,Albania,2002,male,35-54 years,35,382139
159,Albania,2002,male,55-74 years,13,198130
160,Albania,2002,male,15-24 years,15,263067
161,Albania,2002,female,15-24 years,14,275970
162,Albania,2002,female,35-54 years,15,375113
163,Albania,2002,female,25-34 years,7,223685
164,Albania,2002,female,75+ years,1,47407
165,Albania,2002,female,55-74 years,4,191712
166,Albania,2002,female,5-14 years,1,304850
167,Albania,2002,male,5-14 years,1,319473
168,Albania,2003,female,75+ years,6,49088
169,Albania,2003,male,55-74 years,16,201520
170,Albania,2003,male,35-54 years,28,386196
171,Albania,2003,male,15-24 years,15,273235
172,Albania,2003,female,15-24 years,14,283709
173,Albania,2003,female,55-74 years,9,195699
174,Albania,2003,male,25-34 years,9,205433
175,Albania,2003,female,25-34 years,9,222941
176,Albania,2003,female,35-54 years,13,381760
177,Albania,2003,male,75+ years,1,32667
178,Albania,2003,male,5-14 years,4,313204
179,Albania,2003,female,5-14 years,0,298477
180,Albania,2004,male,75+ years,4,35526
181,Albania,2004,male,35-54 years,39,391767
182,Albania,2004,male,25-34 years,16,203938
183,Albania,2004,female,15-24 years,20,292268
184,Albania,2004,male,15-24 years,19,286768
185,Albania,2004,female,75+ years,3,50970
186,Albania,2004,female,25-34 years,11,222389
187,Albania,2004,male,55-74 years,10,207202
188,Albania,2004,female,35-54 years,17,391436
189,Albania,2004,female,55-74 years,3,203841
190,Albania,2004,female,5-14 years,3,286705
191,Albania,2004,male,5-14 years,1,302181
192,Albania,2005,female,15-24 years,0,281922
193,Albania,2005,female,25-34 years,0,190745
194,Albania,2005,female,35-54 years,0,386513
195,Albania,2005,female,5-14 years,0,276559
196,Albania,2005,female,55-74 years,0,210998
197,Albania,2005,female,75+ years,0,53191
198,Albania,2005,male,15-24 years,0,281675
199,Albania,2005,male,25-34 years,0,177519
200,Albania,2005,male,35-54 years,0,380242
201,Albania,2005,male,5-14 years,0,291367
202,Albania,2005,male,55-74 years,0,214118
203,Albania,2005,male,75+ years,0,38471
204,Albania,2006,female,15-24 years,0,283138
205,Albania,2006,female,25-34 years,0,186391
206,Albania,2006,female,35-54 years,0,388746
207,Albania,2006,female,5-14 years,0,267316
208,Albania,2006,female,55-74 years,0,215907
209,Albania,2006,female,75+ years,0,56011
210,Albania,2006,male,15-24 years,0,286679
211,Albania,2006,male,25-34 years,0,174092
212,Albania,2006,male,35-54 years,0,379076
213,Albania,2006,male,5-14 years,0,282678
214,Albania,2006,male,55-74 years,0,219360
215,Albania,2006,male,75+ years,0,40782
216,Albania,2007,male,75+ years,8,42366
217,Albania,2007,male,35-54 years,29,378626
218,Albania,2007,male,55-74 years,14,224160
219,Albania,2007,female,75+ years,3,57404
220,Albania,2007,male,25-34 years,9,172494
221,Albania,2007,female,15-24 years,13,281080
222,Albania,2007,male,15-24 years,13,288349
223,Albania,2007,female,25-34 years,8,183629
224,Albania,2007,female,55-74 years,9,221120
225,Albania,2007,female,35-54 years,14,391811
226,Albania,2007,male,5-14 years,4,272497
227,Albania,2007,female,5-14 years,0,256808
228,Albania,2008,male,25-34 years,21,172855
229,Albania,2008,male,35-54 years,37,377119
230,Albania,2008,male,55-74 years,21,228672
231,Albania,2008,female,75+ years,5,59369
232,Albania,2008,female,15-24 years,20,276073
233,Albania,2008,female,25-34 years,9,182663
234,Albania,2008,female,35-54 years,19,393832
235,Albania,2008,male,75+ years,2,44574
236,Albania,2008,male,15-24 years,11,286702
237,Albania,2008,female,55-74 years,7,226448
238,Albania,2008,male,5-14 years,7,262464
239,Albania,2008,female,5-14 years,1,246288
240,Albania,2009,female,15-24 years,0,270003
241,Albania,2009,female,25-34 years,0,182712
242,Albania,2009,female,35-54 years,0,394286
243,Albania,2009,female,5-14 years,0,236174
244,Albania,2009,female,55-74 years,0,233302
245,Albania,2009,female,75+ years,0,61582
246,Albania,2009,male,15-24 years,0,283448
247,Albania,2009,male,25-34 years,0,174955
248,Albania,2009,male,35-54 years,0,374365
249,Albania,2009,male,5-14 years,0,253007
250,Albania,2009,male,55-74 years,0,234570
251,Albania,2009,male,75+ years,0,47331
252,Albania,2010,male,55-74 years,20,241852
253,Albania,2010,male,35-54 years,20,371611
254,Albania,2010,male,25-34 years,9,179720
255,Albania,2010,male,75+ years,2,50767
256,Albania,2010,male,15-24 years,10,279508
257,Albania,2010,female,25-34 years,6,183579
258,Albania,2010,female,75+ years,2,64415
259,Albania,2010,female,35-54 years,12,394593
260,Albania,2010,female,55-74 years,7,241491
261,Albania,2010,female,15-24 years,6,263581
262,Albania,2010,female,5-14 years,2,223969
263,Albania,2010,male,5-14 years,0,240939
264,Antigua and Barbuda,1985,female,15-24 years,0,7709
265,Antigua and Barbuda,1985,female,25-34 years,0,6344
266,Antigua and Barbuda,1985,female,35-54 years,0,6173
267,Antigua and Barbuda,1985,female,5-14 years,0,7339
268,Antigua and Barbuda,1985,female,55-74 years,0,3778
269,Antigua and Barbuda,1985,female,75+ years,0,949
270,Antigua and Barbuda,1985,male,15-24 years,0,7667
271,Antigua and Barbuda,1985,male,25-34 years,0,6194
272,Antigua and Barbuda,1985,male,35-54 years,0,5970
273,Antigua and Barbuda,1985,male,5-14 years,0,7304
274,Antigua and Barbuda,1985,male,55-74 years,0,2723
275,Antigua and Barbuda,1985,male,75+ years,0,424
276,Antigua and Barbuda,1986,female,15-24 years,0,7668
277,Antigua and Barbuda,1986,female,25-34 years,0,6209
278,Antigua and Barbuda,1986,female,35-54 years,0,6101
279,Antigua and Barbuda,1986,female,5-14 years,0,6907
280,Antigua and Barbuda,1986,female,55-74 years,0,3764
281,Antigua and Barbuda,1986,female,75+ years,0,1014
282,Antigua and Barbuda,1986,male,15-24 years,0,7563
283,Antigua and Barbuda,1986,male,25-34 years,0,6023
284,Antigua and Barbuda,1986,male,35-54 years,0,5947
285,Antigua and Barbuda,1986,male,5-14 years,0,6827
286,Antigua and Barbuda,1986,male,55-74 years,0,2771
287,Antigua and Barbuda,1986,male,75+ years,0,476
288,Antigua and Barbuda,1987,female,15-24 years,0,7583
289,Antigua and Barbuda,1987,female,25-34 years,0,6101
290,Antigua and Barbuda,1987,female,35-54 years,0,6059
291,Antigua and Barbuda,1987,female,5-14 years,0,6623
292,Antigua and Barbuda,1987,female,55-74 years,0,3738
293,Antigua and Barbuda,1987,female,75+ years,0,1081
294,Antigua and Barbuda,1987,male,15-24 years,0,7421
295,Antigua and Barbuda,1987,male,25-34 years,0,5893
296,Antigua and Barbuda,1987,male,35-54 years,0,5927
297,Antigua and Barbuda,1987,male,5-14 years,0,6499
298,Antigua and Barbuda,1987,male,55-74 years,0,2798
299,Antigua and Barbuda,1987,male,75+ years,0,538
300,Antigua and Barbuda,1988,female,15-24 years,0,7413
301,Antigua and Barbuda,1988,female,25-34 years,0,6041
302,Antigua and Barbuda,1988,female,35-54 years,0,6021
303,Antigua and Barbuda,1988,female,5-14 years,0,6527
304,Antigua and Barbuda,1988,female,55-74 years,0,3708
305,Antigua and Barbuda,1988,female,75+ years,0,1141
306,Antigua and Barbuda,1988,male,15-24 years,0,7209
307,Antigua and Barbuda,1988,male,25-34 years,0,5826
308,Antigua and Barbuda,1988,male,35-54 years,0,5907
309,Antigua and Barbuda,1988,male,5-14 years,0,6355
310,Antigua and Barbuda,1988,male,55-74 years,0,2813
311,Antigua and Barbuda,1988,male,75+ years,0,603
312,Antigua and Barbuda,1989,female,15-24 years,0,7152
313,Antigua and Barbuda,1989,female,25-34 years,0,6059
314,Antigua and Barbuda,1989,female,35-54 years,0,5969
315,Antigua and Barbuda,1989,female,5-14 years,0,6621
316,Antigua and Barbuda,1989,female,55-74 years,0,3696
317,Antigua and Barbuda,1989,female,75+ years,0,1195
318,Antigua and Barbuda,1989,male,15-24 years,0,6927
319,Antigua and Barbuda,1989,male,25-34 years,0,5835
320,Antigua and Barbuda,1989,male,35-54 years,0,5862
321,Antigua and Barbuda,1989,male,5-14 years,0,6403
322,Antigua and Barbuda,1989,male,55-74 years,0,2843
323,Antigua and Barbuda,1989,male,75+ years,0,676
324,Antigua and Barbuda,1990,male,35-54 years,1,5799
325,Antigua and Barbuda,1990,female,15-24 years,0,6827
326,Antigua and Barbuda,1990,female,25-34 years,0,6172
327,Antigua and Barbuda,1990,female,35-54 years,0,5895
328,Antigua and Barbuda,1990,female,5-14 years,0,6877
329,Antigua and Barbuda,1990,female,55-74 years,0,3706
330,Antigua and Barbuda,1990,female,75+ years,0,1252
331,Antigua and Barbuda,1990,male,15-24 years,0,6598
332,Antigua and Barbuda,1990,male,25-34 years,0,5937
333,Antigua and Barbuda,1990,male,5-14 years,0,6611
334,Antigua and Barbuda,1990,male,55-74 years,0,2902
335,Antigua and Barbuda,1990,male,75+ years,0,758
336,Antigua and Barbuda,1991,female,15-24 years,0,6595
337,Antigua and Barbuda,1991,female,25-34 years,0,6396
338,Antigua and Barbuda,1991,female,35-54 years,0,6198
339,Antigua and Barbuda,1991,female,5-14 years,0,7089
340,Antigua and Barbuda,1991,female,55-74 years,0,3665
341,Antigua and Barbuda,1991,female,75+ years,0,1293
342,Antigua and Barbuda,1991,male,15-24 years,0,6401
343,Antigua and Barbuda,1991,male,25-34 years,0,6156
344,Antigua and Barbuda,1991,male,35-54 years,0,6122
345,Antigua and Barbuda,1991,male,5-14 years,0,6818
346,Antigua and Barbuda,1991,male,55-74 years,0,2857
347,Antigua and Barbuda,1991,male,75+ years,0,804
348,Antigua and Barbuda,1992,female,15-24 years,0,6369
349,Antigua and Barbuda,1992,female,25-34 years,0,6650
350,Antigua and Barbuda,1992,female,35-54 years,0,6534
351,Antigua and Barbuda,1992,female,5-14 years,0,7311
352,Antigua and Barbuda,1992,female,55-74 years,0,3648
353,Antigua and Barbuda,1992,female,75+ years,0,1339
354,Antigua and Barbuda,1992,male,15-24 years,0,6221
355,Antigua and Barbuda,1992,male,25-34 years,0,6409
356,Antigua and Barbuda,1992,male,35-54 years,0,6497
357,Antigua and Barbuda,1992,male,5-14 years,0,7059
358,Antigua and Barbuda,1992,male,55-74 years,0,2851
359,Antigua and Barbuda,1992,male,75+ years,0,853
360,Antigua and Barbuda,1993,male,25-34 years,1,6668
361,Antigua and Barbuda,1993,female,15-24 years,0,6182
362,Antigua and Barbuda,1993,female,25-34 years,0,6914
363,Antigua and Barbuda,1993,female,35-54 years,0,6917
364,Antigua and Barbuda,1993,female,5-14 years,0,7529
365,Antigua and Barbuda,1993,female,55-74 years,0,3662
366,Antigua and Barbuda,1993,female,75+ years,0,1386
367,Antigua and Barbuda,1993,male,15-24 years,0,6069
368,Antigua and Barbuda,1993,male,35-54 years,0,6915
369,Antigua and Barbuda,1993,male,5-14 years,0,7298
370,Antigua and Barbuda,1993,male,55-74 years,0,2879
371,Antigua and Barbuda,1993,male,75+ years,0,896
372,Antigua and Barbuda,1994,female,15-24 years,0,6083
373,Antigua and Barbuda,1994,female,25-34 years,0,7151
374,Antigua and Barbuda,1994,female,35-54 years,0,7357
375,Antigua and Barbuda,1994,female,5-14 years,0,7722
376,Antigua and Barbuda,1994,female,55-74 years,0,3715
377,Antigua and Barbuda,1994,female,75+ years,0,1437
378,Antigua and Barbuda,1994,male,15-24 years,0,5976
379,Antigua and Barbuda,1994,male,25-34 years,0,6886
380,Antigua and Barbuda,1994,male,35-54 years,0,7359
381,Antigua and Barbuda,1994,male,5-14 years,0,7494
382,Antigua and Barbuda,1994,male,55-74 years,0,2935
383,Antigua and Barbuda,1994,male,75+ years,0,929
384,Antigua and Barbuda,1995,female,15-24 years,0,6099
385,Antigua and Barbuda,1995,female,25-34 years,0,7333
386,Antigua and Barbuda,1995,female,35-54 years,0,7851
387,Antigua and Barbuda,1995,female,5-14 years,0,7885
388,Antigua and Barbuda,1995,female,55-74 years,0,3808
389,Antigua and Barbuda,1995,female,75+ years,0,1488
390,Antigua and Barbuda,1995,male,15-24 years,0,5953
391,Antigua and Barbuda,1995,male,25-34 years,0,7023
392,Antigua and Barbuda,1995,male,35-54 years,0,7809
393,Antigua and Barbuda,1995,male,5-14 years,0,7632
394,Antigua and Barbuda,1995,male,55-74 years,0,3021
395,Antigua and Barbuda,1995,male,75+ years,0,944
396,Antigua and Barbuda,1998,female,15-24 years,0,6529
397,Antigua and Barbuda,1998,female,25-34 years,0,8332
398,Antigua and Barbuda,1998,female,35-54 years,0,9615
399,Antigua and Barbuda,1998,female,5-14 years,0,8183
400,Antigua and Barbuda,1998,female,55-74 years,0,3921
401,Antigua and Barbuda,1998,female,75+ years,0,1476
402,Antigua and Barbuda,1998,male,15-24 years,0,5916
403,Antigua and Barbuda,1998,male,25-34 years,0,7294
404,Antigua and Barbuda,1998,male,35-54 years,0,9086
405,Antigua and Barbuda,1998,male,5-14 years,0,7706
406,Antigua and Barbuda,1998,male,55-74 years,0,3213
407,Antigua and Barbuda,1998,male,75+ years,0,954
408,Antigua and Barbuda,1999,female,15-24 years,0,6589
409,Antigua and Barbuda,1999,female,25-34 years,0,8526
410,Antigua and Barbuda,1999,female,35-54 years,0,10311
411,Antigua and Barbuda,1999,female,5-14 years,0,8314
412,Antigua and Barbuda,1999,female,55-74 years,0,3968
413,Antigua and Barbuda,1999,female,75+ years,0,1451
414,Antigua and Barbuda,1999,male,15-24 years,0,5845
415,Antigua and Barbuda,1999,male,25-34 years,0,7263
416,Antigua and Barbuda,1999,male,35-54 years,0,9537
417,Antigua and Barbuda,1999,male,5-14 years,0,7805
418,Antigua and Barbuda,1999,male,55-74 years,0,3276
419,Antigua and Barbuda,1999,male,75+ years,0,947
420,Antigua and Barbuda,2000,male,55-74 years,1,3333
421,Antigua and Barbuda,2000,male,35-54 years,1,10033
422,Antigua and Barbuda,2000,female,15-24 years,0,6616
423,Antigua and Barbuda,2000,female,25-34 years,0,8595
424,Antigua and Barbuda,2000,female,35-54 years,0,11040
425,Antigua and Barbuda,2000,female,5-14 years,0,8439
426,Antigua and Barbuda,2000,female,55-74 years,0,3986
427,Antigua and Barbuda,2000,female,75+ years,0,1413
428,Antigua and Barbuda,2000,male,15-24 years,0,5783
429,Antigua and Barbuda,2000,male,25-34 years,0,7177
430,Antigua and Barbuda,2000,male,5-14 years,0,7973
431,Antigua and Barbuda,2000,male,75+ years,0,938
432,Antigua and Barbuda,2001,male,35-54 years,2,10281
433,Antigua and Barbuda,2001,female,15-24 years,0,6902
434,Antigua and Barbuda,2001,female,25-34 years,0,8425
435,Antigua and Barbuda,2001,female,35-54 years,0,11402
436,Antigua and Barbuda,2001,female,5-14 years,0,8428
437,Antigua and Barbuda,2001,female,55-74 years,0,4037
438,Antigua and Barbuda,2001,female,75+ years,0,1487
439,Antigua and Barbuda,2001,male,15-24 years,0,6084
440,Antigua and Barbuda,2001,male,25-34 years,0,7071
441,Antigua and Barbuda,2001,male,5-14 years,0,7958
442,Antigua and Barbuda,2001,male,55-74 years,0,3442
443,Antigua and Barbuda,2001,male,75+ years,0,980
444,Antigua and Barbuda,2002,female,15-24 years,0,7196
445,Antigua and Barbuda,2002,female,25-34 years,0,8155
446,Antigua and Barbuda,2002,female,35-54 years,0,11760
447,Antigua and Barbuda,2002,female,5-14 years,0,8408
448,Antigua and Barbuda,2002,female,55-74 years,0,4050
449,Antigua and Barbuda,2002,female,75+ years,0,1547
450,Antigua and Barbuda,2002,male,15-24 years,0,6416
451,Antigua and Barbuda,2002,male,25-34 years,0,6921
452,Antigua and Barbuda,2002,male,35-54 years,0,10604
453,Antigua and Barbuda,2002,male,5-14 years,0,7980
454,Antigua and Barbuda,2002,male,55-74 years,0,3527
455,Antigua and Barbuda,2002,male,75+ years,0,1024
456,Antigua and Barbuda,2003,male,55-74 years,1,3594
457,Antigua and Barbuda,2003,female,15-24 years,0,7454
458,Antigua and Barbuda,2003,female,25-34 years,0,7831
459,Antigua and Barbuda,2003,female,35-54 years,0,12129
460,Antigua and Barbuda,2003,female,5-14 years,0,8423
461,Antigua and Barbuda,2003,female,55-74 years,0,4054
462,Antigua and Barbuda,2003,female,75+ years,0,1583
463,Antigua and Barbuda,2003,male,15-24 years,0,6730
464,Antigua and Barbuda,2003,male,25-34 years,0,6734
465,Antigua and Barbuda,2003,male,35-54 years,0,10997
466,Antigua and Barbuda,2003,male,5-14 years,0,8061
467,Antigua and Barbuda,2003,male,75+ years,0,1068
468,Antigua and Barbuda,2004,male,55-74 years,1,3665
469,Antigua and Barbuda,2004,male,35-54 years,1,11406
470,Antigua and Barbuda,2004,female,15-24 years,0,7648
471,Antigua and Barbuda,2004,female,25-34 years,0,7531
472,Antigua and Barbuda,2004,female,35-54 years,0,12492
473,Antigua and Barbuda,2004,female,5-14 years,0,8488
474,Antigua and Barbuda,2004,female,55-74 years,0,4088
475,Antigua and Barbuda,2004,female,75+ years,0,1590
476,Antigua and Barbuda,2004,male,15-24 years,0,6968
477,Antigua and Barbuda,2004,male,25-34 years,0,6556
478,Antigua and Barbuda,2004,male,5-14 years,0,8196
479,Antigua and Barbuda,2004,male,75+ years,0,1094
480,Antigua and Barbuda,2005,female,15-24 years,0,7780
481,Antigua and Barbuda,2005,female,25-34 years,0,7327
482,Antigua and Barbuda,2005,female,35-54 years,0,12835
483,Antigua and Barbuda,2005,female,5-14 years,0,8584
484,Antigua and Barbuda,2005,female,55-74 years,0,4157
485,Antigua and Barbuda,2005,female,75+ years,0,1575
486,Antigua and Barbuda,2005,male,15-24 years,0,7113
487,Antigua and Barbuda,2005,male,25-34 years,0,6444
488,Antigua and Barbuda,2005,male,35-54 years,0,11778
489,Antigua and Barbuda,2005,male,5-14 years,0,8358
490,Antigua and Barbuda,2005,male,55-74 years,0,3748
491,Antigua and Barbuda,2005,male,75+ years,0,1110
492,Antigua and Barbuda,2006,female,15-24 years,0,7902
493,Antigua and Barbuda,2006,female,25-34 years,0,7098
494,Antigua and Barbuda,2006,female,35-54 years,0,13374
495,Antigua and Barbuda,2006,female,5-14 years,0,8571
496,Antigua and Barbuda,2006,female,55-74 years,0,4256
497,Antigua and Barbuda,2006,female,75+ years,0,1573
498,Antigua and Barbuda,2006,male,15-24 years,0,7239
499,Antigua and Barbuda,2006,male,25-34 years,0,6319
500,Antigua and Barbuda,2006,male,35-54 years,0,12202
501,Antigua and Barbuda,2006,male,5-14 years,0,8485
502,Antigua and Barbuda,2006,male,55-74 years,0,3847
503,Antigua and Barbuda,2006,male,75+ years,0,1107
504,Antigua and Barbuda,2007,male,35-54 years,1,12530
505,Antigua and Barbuda,2007,female,15-24 years,0,8013
506,Antigua and Barbuda,2007,female,25-34 years,0,6962
507,Antigua and Barbuda,2007,female,35-54 years,0,13860
508,Antigua and Barbuda,2007,female,5-14 years,0,8555
509,Antigua and Barbuda,2007,female,55-74 years,0,4400
510,Antigua and Barbuda,2007,female,75+ years,0,1568
511,Antigua and Barbuda,2007,male,15-24 years,0,7330
512,Antigua and Barbuda,2007,male,25-34 years,0,6267
513,Antigua and Barbuda,2007,male,5-14 years,0,8564
514,Antigua and Barbuda,2007,male,55-74 years,0,3988
515,Antigua and Barbuda,2007,male,75+ years,0,1094
516,Antigua and Barbuda,2008,female,15-24 years,0,8108
517,Antigua and Barbuda,2008,female,25-34 years,0,6910
518,Antigua and Barbuda,2008,female,35-54 years,0,14278
519,Antigua and Barbuda,2008,female,5-14 years,0,8537
520,Antigua and Barbuda,2008,female,55-74 years,0,4587
521,Antigua and Barbuda,2008,female,75+ years,0,1567
522,Antigua and Barbuda,2008,male,15-24 years,0,7404
523,Antigua and Barbuda,2008,male,25-34 years,0,6274
524,Antigua and Barbuda,2008,male,35-54 years,0,12782
525,Antigua and Barbuda,2008,male,5-14 years,0,8599
526,Antigua and Barbuda,2008,male,55-74 years,0,4158
527,Antigua and Barbuda,2008,male,75+ years,0,1069
528,Antigua and Barbuda,2009,female,15-24 years,0,8199
529,Antigua and Barbuda,2009,female,25-34 years,0,6917
530,Antigua and Barbuda,2009,female,35-54 years,0,14629
531,Antigua and Barbuda,2009,female,5-14 years,0,8514
532,Antigua and Barbuda,2009,female,55-74 years,0,4793
533,Antigua and Barbuda,2009,female,75+ years,0,1571
534,Antigua and Barbuda,2009,male,15-24 years,0,7489
535,Antigua and Barbuda,2009,male,25-34 years,0,6325
536,Antigua and Barbuda,2009,male,35-54 years,0,12978
537,Antigua and Barbuda,2009,male,5-14 years,0,8599
538,Antigua and Barbuda,2009,male,55-74 years,0,4349
539,Antigua and Barbuda,2009,male,75+ years,0,1042
540,Antigua and Barbuda,2012,female,15-24 years,0,8435
541,Antigua and Barbuda,2012,female,25-34 years,0,7215
542,Antigua and Barbuda,2012,female,35-54 years,0,15193
543,Antigua and Barbuda,2012,female,5-14 years,0,8401
544,Antigua and Barbuda,2012,female,55-74 years,0,5512
545,Antigua and Barbuda,2012,female,75+ years,0,1625
546,Antigua and Barbuda,2012,male,15-24 years,0,7893
547,Antigua and Barbuda,2012,male,25-34 years,0,6629
